"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000008348.9",5319.90140172979,-0.553297829847599,0.208857703987352,0.00540815956591871,0.0291257191575763
"ENSMUSG00000008384.8",257.069183421422,2.24764338896265,0.580975877476327,9.62263493632293e-06,0.000113841780298842
"ENSMUSG00000008690.11",3703.07411519606,-1.29355702215291,0.296092004850487,2.72845673014226e-06,3.52659407269789e-05
"ENSMUSG00000008730.13",43263.0792982653,1.56504749239924,0.159421593263386,1.75978200949985e-23,1.01407438297429e-21
"ENSMUSG00000008892.7",1536.54793756595,-0.76281080373248,0.260675178530077,0.0016650538571835,0.0110233101219951
"ENSMUSG00000008976.12",1372.32541165156,-0.711886956368103,0.277935979582703,0.00539202889606706,0.0290501595763956
"ENSMUSG00000009090.13",1743.74943589155,-0.714183917072153,0.240405814317091,0.00156844138622785,0.0104739470649595
"ENSMUSG00000009207.11",2923.38687931619,-1.67821762955281,0.212892042208102,6.81438262319125e-16,2.43521735603966e-14
"ENSMUSG00000009291.8",1360.64809320794,0.92664857613749,0.303360499044215,0.000839371172755494,0.00609050541406531
"ENSMUSG00000009350.9",15381.9465183619,1.24838491861307,0.293159721253125,5.28802281707642e-06,6.58266026644167e-05
"ENSMUSG00000009470.12",4124.65825326998,1.22014988018419,0.190149579237122,3.7207774974575e-11,8.99621552269881e-10
"ENSMUSG00000009535.9",1693.9673611166,1.34783028437045,0.260885171107936,5.20659518086256e-08,8.87881767587289e-07
"ENSMUSG00000009575.10",13706.9699815206,-1.79753110364204,0.173255770143212,7.17301605106239e-26,4.81567048476664e-24
"ENSMUSG00000009585.13",2947.44992189537,-1.2238855244302,0.31403656667232,2.28754131697634e-05,0.000251484073241516
"ENSMUSG00000009731.4",179.295433201556,2.15602974324704,0.698791064056109,0.000166710621827743,0.00146667169203415
"ENSMUSG00000009828.11",196.927402138597,1.73525600531323,1.11397671040464,0.00793963452265627,0.0401318224321677
"ENSMUSG00000010048.6",2507.22080092773,0.779937415719183,0.221005469444443,0.000206028188156293,0.00176869636387432
"ENSMUSG00000010095.9",5836.31222642377,0.536619451927096,0.187385852838966,0.00294989812765209,0.0177378656980123
"ENSMUSG00000010110.13",2633.54525373931,0.933915864047219,0.236874881231215,3.12769839977491e-05,0.000331464129263502
"ENSMUSG00000010205.10",747.811436094203,-1.37393452528138,0.406294822293228,0.000134263166953581,0.00121522225063352
"ENSMUSG00000010277.7",2640.54036170194,-0.799749917969965,0.229634264148596,0.000232168111790748,0.00196504589110529
"ENSMUSG00000010307.5",30.158013244668,0.644549836170372,1.23925320086692,0.00374496898699904,0.0215355181248219
"ENSMUSG00000010342.12",13.3915301900306,0.247540532103805,0.781228086071112,0.00892964739175516,0.0441533869960579
"ENSMUSG00000010358.9",772.793611043841,0.848423400210091,0.337249558025809,0.0048701441286135,0.0267384252873064
"ENSMUSG00000010362.5",184.423519673078,-2.07748082299668,0.680626387456649,0.000188715803049517,0.00164043969589869
"ENSMUSG00000010453.8",855.985819391889,-0.833958885412744,0.355527608821858,0.00763278202340112,0.0388445863930969
"ENSMUSG00000010517.7",1684.06189074647,-1.35733805484539,0.26471925132808,6.06949427647756e-08,1.0261748880646e-06
"ENSMUSG00000010608.11",7654.47119420092,-0.772579697176291,0.200631652927466,5.80354997852763e-05,0.000574538984989528
"ENSMUSG00000010663.4",989.840673309759,-1.6863535918644,0.33099463137015,5.06472394927838e-08,8.67969420303841e-07
"ENSMUSG00000011096.12",314.363343026444,2.10762870332566,0.547551102762222,1.14561489125563e-05,0.000134269948695469
"ENSMUSG00000011148.9",265.809746412879,1.39812961992511,0.79857441264569,0.0096968862451003,0.0471546894408359
"ENSMUSG00000011158.7",1715.20612942461,-1.28829916678548,0.257012408101492,1.20716332200404e-07,1.97574778027406e-06
"ENSMUSG00000011257.15",10415.6735916995,-0.544112723220546,0.164445656229355,0.000804097945244849,0.005865334695536
"ENSMUSG00000011752.6",936.173869239861,1.82525299527929,0.331669670056793,4.94681735803058e-09,9.55509553932444e-08
"ENSMUSG00000011831.12",22081.3834950468,1.6491731200763,0.152298689802401,4.32147908303206e-28,3.28384921529304e-26
"ENSMUSG00000011960.8",2876.24945446599,-0.77170762636499,0.23029615387951,0.000391769438877061,0.00311926962560147
